Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Composer,Artist,Licensed,official_video,Album_type
6.0,0.4986772570000001,6.0,-4.699,0.323,0.0240260094753017,0.0,0.0002371766589999,0.56,89.767,238600.0,27097198.0,189648.0,,3,68.0,1,1,2.0
8.0,0.133432831,10.0,-8.914,0.0319,0.1404354829154889,0.0,0.0003034644479999,0.771,94.736,227653.0,18701629.0,554859.5318196916,402838433.0,6,23.0,1,1,2.0
3.0,0.020123648,2.0,-12.346270155198464,0.0501,0.669921875,,0.002197,0.354,205.846,188238.0,84586171.93909198,2539804.0,947117209.0,10,39.0,1,1,1.0
1.0,0.120553784,7.0,-10.407,0.0312,0.2040449684074478,0.0944,0.2348851129999999,0.373,79.255,229827.0,9091676.0,116240.0,109527635.0,5,63.0,1,1,2.0
8.0,0.322828856,10.0,-10.456,0.0472,0.2062516749180576,0.000982,,0.828,117.743,235693.0,79796.0,1240.0,82300943.0,0,,0,0,2.0
6.0,0.0523136239999999,8.0,-6.665,0.0399,0.246491883,0.0,0.001331,,,143531.0,2876944.0,554850.671551709,39109023.0,7,17.0,1,1,2.0
5.0,0.4855876560000001,9.0,-10.915,0.0341,0.005929741,5.3e-06,0.0011248639999999,0.812,159.996,202000.0,350629.0,9782.0,22699812.0,5,51.0,1,1,
3.0,0.3313738879999999,4.0,-7.881,0.0379,0.000481890304,0.0,3.8614471999999984e-05,0.708,160.697,226267.0,613769.0,6355.0,49600732.0,7,8.0,0,0,2.0
4.0,0.065939264,4.0,-12.366,0.0256,0.2032974719999999,0.00143,0.0011248639999999,0.867,94.285,153413.0,,,12787820.0,10,38.0,1,1,2.0
6.0,0.037595375,7.0,-13.534,0.034,0.0251537569999999,0.00845,0.0006630548479999,0.824,122.239,222533.0,7508.0,141.0,24754190.0,4,56.0,1,1,2.0
6.0,0.0006405039279999,9.0,-17.696,,0.5393531439999998,0.000259,0.006967871,,90.666,,647837.0,11454.0,20386329.0,5,23.0,1,1,
6.0,,,-6.280940479749023,,0.0054517759999999,0.000622,0.001520875,0.68,123.57,,26276321.0,239386.0,449706835.0,6,23.0,0,0,2.0
5.0,0.089314623,0.0,-13.148,0.0303,0.1092153519999999,0.00105,0.000985074875,0.523,121.989,268867.0,418605.0,1367.0,145647003.0,5,34.0,0,0,2.0
6.0,0.5863762529999998,,-6.968,0.0282,0.0721600456223506,1.15e-05,0.075151448,0.919,129.881,161440.0,2909425.0,17713.0,247489800.0,2,38.0,0,0,2.0
5.0,0.413493625,,-6.259966639822332,0.0291,0.003581577,4.33e-06,0.7635519440000001,0.582,,242413.0,48359522.0,218216.0,,7,39.0,0,1,2.0
3.0,0.7685752960000001,2.0,-4.316,,0.006644672,9.9e-06,0.004173281,,136.993,221720.0,22304997.0,119571.0,,8,90.0,1,1,
2.0,0.273359449,9.0,-5.534,,0.002146689,,0.019902511,0.408,83.405,268600.0,268948.0,4324.0,66214013.0,5,37.0,0,0,2.0
4.0,0.3518958159999999,7.0,-11.262,0.0283,6.331624999999999e-06,0.0,0.082881856,,137.145,290064.0,746247.0,12264.0,34702661.0,3,38.0,0,0,2.0
4.0,0.2386165803440333,0.0,-8.233,0.0291,0.017984728,,0.8930563469999999,,121.961,293227.0,49623825.0,134217.0,130092726.0,10,90.0,1,0,2.0
7.0,0.5863762529999998,9.0,-5.325,0.032,0.016974593,1.31e-05,0.033386248,0.559,120.04,295013.0,11323375.0,58787.0,42896611.0,0,90.0,1,1,2.0
3.0,0.034328125,0.0,-11.515,0.0275,0.0466559999999999,0.0,0.001442897,0.151,81.638,173373.0,190480.0,554850.6391033249,32957886.0,4,67.0,0,0,2.0
4.0,0.5990771069999999,9.0,-6.219811798134401,0.0557,2.9791e-08,0.0337,0.088121125,0.503,172.676,194867.0,29241488.0,497777.0,411824343.0,8,10.0,0,0,
7.0,0.3594254309999999,2.0,-5.503,0.0352,2.4389e-08,0.000275,0.0008519713919999,,112.305,225760.0,618870.0,5975.0,217864540.0,5,33.0,0,0,2.0
2.0,0.529475129,,-5.754,0.0539,2.4642171e-05,0.000234,0.0007510894289999,0.559,119.651,184360.0,4892898.0,44216.0,144532527.0,10,49.0,0,1,2.0
4.0,0.8492781229999998,10.0,-3.225,,3.3076161000000006e-08,3.78e-05,0.000721734273,0.487,102.238,132853.0,2803490.0,29580.0,68990772.0,8,,0,0,2.0
3.0,0.563559976,1.0,-5.603,0.0816,0.0382897664424601,0.00128,0.000129554216,0.573,,270680.0,47965180.0,167010.0,83256610.0,5,65.0,0,0,2.0
5.0,0.426957777,,-5.002,0.119,0.0280026239238145,0.0,0.0003579109999999,0.424,120.057,,,,61921081.0,4,85.0,0,0,1.0
5.0,0.4331896898122304,0.0,-5.122,0.0434,8.288185599999999e-05,6.31e-06,0.0001183707709999,0.828,148.018,235467.0,4271710.0,36679.0,49106055.0,2,5.0,0,1,2.0
8.0,0.1457871102374839,,-10.595,0.0426,0.119823157,0.147,0.001092727,0.263,128.026,,240714.0,2883.0,53498466.0,6,75.0,0,0,2.0
6.0,0.3870908955243267,,-5.737,,8.412323840000001e-07,0.000177,0.0006382773809999,0.433,111.0,261840.0,3929494.0,554850.7217852157,,2,27.0,1,1,2.0
5.0,0.4844409234389418,5.0,-4.496,,0.002628072,0.00643,0.0001609891839999,,77.677,201360.0,4625811.0,554850.7739790275,35744541.0,5,,0,0,2.0
1.0,0.0011248639999999,6.0,-22.14482702381248,0.0445,0.921167317,,0.0016851589999999,0.162,120.484,,15711126.0,244788.0,193705968.0,6,8.0,1,1,2.0
0.0,0.030959144,5.0,-18.197,0.0407,0.8358968879999998,0.676,0.000709732288,0.2,75.056,247808.0,17645535.0,224423.0,141143374.0,7,63.0,1,1,3.0
2.0,0.004096,4.0,-21.04,,0.958585256,0.0176,0.001442897,0.395,169.898,239508.0,8471245.0,78690.0,79455335.0,5,90.0,1,1,2.0
2.0,0.0396155939541568,,-20.696,0.0317,0.941192,0.263,0.002000376,0.296,90.928,307698.0,18188095.0,161891.0,111668452.0,5,80.0,1,1,2.0
1.0,0.0394547932684927,4.0,-19.991,0.0304,0.8682506639999998,0.847,0.000955671625,0.252,140.096,135444.0,1221363.0,17659.0,53987535.0,7,85.0,1,1,3.0
2.0,0.0031121359999999,3.0,-19.585,0.0389,0.961504803,0.0688,0.0012250429999999,,,284131.0,7317644.0,49505.0,115351781.0,2,26.0,1,1,
2.0,0.004330747,0.0,-18.131,0.0489,0.794022776,0.751,0.001520875,0.356,142.119,168040.0,1238928.0,11495.0,93762318.0,8,,0,0,2.0
3.0,0.099897344,7.0,-9.657,0.0304,0.2002016249999999,0.0,,0.446,124.97,364613.0,73669377.09720415,1315.0,66599419.0,6,58.0,0,0,2.0
3.0,0.0404876178724321,4.0,-18.645,0.0339,0.979146657,0.908,0.000719323136,0.369,,133267.0,1097364.0,23871.0,31119978.0,5,51.0,0,0,2.0
0.0,0.092345408,10.0,-10.422,0.0307,0.2047198135254123,0.00228,0.3270827689999999,0.189,113.066,,240025467.0,1279053.0,374908872.0,10,74.0,0,0,2.0
9.0,0.019902511,7.0,-12.238,0.091,2.460375e-06,0.00138,9.7972181e-05,0.742,111.485,226240.0,63789393.0,519736.0,320875067.0,2,20.0,1,1,2.0
7.0,0.967361669,9.0,-4.613,,1.0612080000000003e-06,4.45e-05,0.0869383069999999,0.84,126.47,352906.0,82384309.0,678837.0,194870867.0,3,63.0,1,1,
7.0,0.300763,2.0,-12.759,0.0438,0.0092609999999999,0.000426,,0.91,120.75,215173.0,57418794.0,348189.0,173523531.0,10,23.0,1,1,2.0
0.0,0.8043570000000001,10.0,-6.2198907986507646,0.125,7.077887999999998e-06,0.0022,0.0011910159999999,0.376,195.815,280000.0,25115573.0,196994.0,89798826.0,10,85.0,1,1,2.0
2.0,0.3328125569999999,6.0,-6.219879037055704,0.0427,6.028568e-06,5.63e-06,0.0280944639999999,,,265320.0,6052700.0,72433.0,7981736.0,10,63.0,1,1,2.0
7.0,0.1501392090608103,2.0,-10.457,0.0321,0.0006405039279999,0.000388,0.008242408,0.639,135.406,178987.0,6214045.0,52412.0,66628334.0,10,90.0,1,1,2.0
8.0,0.129554216,1.0,-8.825,0.0453,6.3521199e-05,0.0847,0.000302111711,0.727,114.832,347667.0,73673723.67525135,183216.0,64530419.0,6,,1,1,
7.0,0.7610484970000001,6.0,-2.926,0.113,4.8228544e-08,6.92e-05,0.007189057,0.658,128.04,186210.0,52877.0,893.0,443481299.0,0,23.0,0,0,1.0
7.0,0.469097433,5.0,-6.932,,0.022188041,0.79,0.002406104,,124.431,208600.0,76279956.0,561800.0,219078589.0,4,8.0,1,1,2.0
6.0,0.371694959,6.0,-12.734,0.048,0.1038229999999999,0.00121,0.085184,0.972,,220733.0,418957377.0,3435429.0,262132318.0,6,,1,0,2.0
7.0,0.6162950509999999,7.0,-7.033,0.0362,0.002197,0.000912,0.0869383069999999,,115.118,261267.0,180559851.0,562640.8151000347,110735153.0,7,49.0,1,1,2.0
5.0,0.653972032,0.0,-6.427,0.106,0.0006814719999999,0.124,0.002146689,0.804,,242240.0,73669659.41666687,73583.0,130718006.0,2,37.0,0,0,2.0
5.0,0.7121219570000001,,-6.509,0.036,0.0241375689999999,0.00816,0.010941048,0.966,126.143,351573.0,52877.0,893.0,81018008.0,8,19.0,0,0,2.0
7.0,0.438976,2.0,-6.009,0.105,4.0001688e-05,,0.0297909999999999,0.902,128.976,276080.0,283117873.0,1373934.0,76312247.0,2,1.0,1,1,2.0
8.0,0.3713023514291546,0.0,-5.961,0.0367,0.010648,0.0,0.0233936559999999,0.93,112.517,242187.0,14631119.0,112003.0,118247658.0,10,58.0,1,1,2.0
8.0,0.663054848,10.0,-4.729,0.0792,1.96122941e-07,0.545,,0.969,123.996,,76279956.0,561800.0,13070905.0,2,63.0,1,1,1.0
8.0,0.3795543051496196,1.0,-5.843,0.0293,0.0233936559999999,,0.0278181269999999,,131.659,225627.0,68250778.0,360042.0,,4,80.0,1,1,2.0
5.0,0.0432435509999999,,-16.842,0.0463,0.1105919999999999,0.0176,0.001520875,0.45,101.384,182653.0,47676885.0,335189.0,193343622.0,8,38.0,1,1,2.0
1.0,0.5373677969999998,0.0,-9.02,0.0737,0.1446843587866543,0.109,0.665338617,0.344,106.859,134267.0,8726124.0,58294.0,9999321.0,10,,1,1,
0.0,0.047045881,9.0,-14.398,0.0499,0.241804367,0.00119,0.0036522639999999,0.612,187.711,152867.0,1240905.0,9102.0,142956049.0,10,1.0,0,0,2.0
2.0,0.017779581,2.0,-13.868,0.0272,0.430368875,0.00105,0.0029859839999999,0.201,73.36,212667.0,73730283.37333359,442638.0,82658228.0,4,90.0,1,1,2.0
6.0,0.121287375,10.0,-13.877,0.0422,0.1038229999999999,6.98e-05,0.003869893,0.528,101.999,247000.0,5249473.0,554850.8362013795,36940149.0,6,44.0,0,0,
4.0,6.4e-05,4.0,-19.994,0.0405,0.7991787520000001,0.00178,0.001331,0.418,117.136,138600.0,20875687.0,105516.0,,5,,0,1,2.0
1.0,0.633839779,4.0,-6.223197847095836,0.085,0.000302111711,0.00201,0.8792179119999999,0.36,112.228,156173.0,12672554.0,59786.0,1948126.0,8,90.0,0,0,1.0
6.0,0.093576664,2.0,-12.44,0.0332,0.5043583360000001,,0.0029242069999999,0.54,,287627.0,23357100.0,554867.9500410762,61905067.0,2,4.0,1,1,2.0
4.0,0.143055667,1.0,-14.647,0.0311,0.145531576,0.0564,,0.723,148.03,,73669384.8918374,22232.0,19385881.0,2,48.0,1,1,2.0
2.0,0.1981552869999999,,-10.964,0.0376,0.006331625,0.0,0.066923416,0.908,150.566,183307.0,91274010.0,423722.0,762844275.0,10,29.0,1,0,2.0
4.0,0.143877824,8.0,-10.266,0.0309,0.0494308629999999,0.00254,0.001520875,0.797,86.204,205613.0,4302880.0,38657.0,259257572.0,10,34.0,1,1,2.0
3.0,0.006644672,9.0,-18.758,0.0959,0.5948233209999999,,0.011852352,0.334,77.464,155453.0,4374454.0,54558.0,130259092.0,10,,1,1,2.0
5.0,0.158340421,0.0,-7.851,,0.284890312,,0.0007991787519999,0.693,93.744,197160.0,23502353.0,131987.0,80883600.0,0,28.0,0,0,
4.0,0.0224257679999999,,-12.207,0.0339,0.125751501,8.3e-06,0.0035118079999999,0.563,67.409,274040.0,4925805.0,69344.0,170421395.0,0,13.0,1,1,2.0
0.0,0.1085313329999999,4.0,-10.266,,0.021024576,0.0139,0.002515456,0.182,143.532,260387.0,11013537.0,554852.4576453898,106432184.0,7,79.0,1,1,2.0
2.0,0.4003155529999999,0.0,-7.36,,0.0251537569999999,,0.028652616,,176.717,226760.0,73669377.25924352,6132.0,,7,76.0,0,1,
3.0,0.3639943439999999,7.0,-7.139,0.0445,0.0052680239999999,0.0,,0.955,,,5316213.0,25987.0,,5,10.0,0,0,3.0
4.0,0.1290644112773954,,-11.165,0.0285,0.0428749999999999,3.52e-05,,0.597,75.798,272160.0,7383344.0,64580.0,84802486.0,8,,1,1,2.0
1.0,0.0432435509999999,7.0,-8.296,0.0286,0.055742968,0.00108,0.0005158496079999,0.235,140.804,249627.0,4731304.0,33336.0,,8,39.0,1,1,2.0
8.0,0.0243889999999999,4.0,-17.117,0.139,2.1717639000000004e-05,0.0,0.1861694109999999,0.506,92.409,,351401822.0,2549466.0,518080621.0,8,85.0,1,1,2.0
2.0,0.128787625,2.0,-8.926,0.245,6.069845700000001e-05,0.0,0.0007863304669999,0.495,99.935,320267.0,155585471.0,1046356.0,327451076.0,10,48.0,1,1,2.0
4.0,0.075151448,10.0,-13.364,0.499,0.0091293289999999,0.0,,0.563,130.47,226987.0,212066884.0,1317003.0,270271722.0,0,,1,1,2.0
4.0,0.2371766589999999,3.0,-6.238230153911942,0.0976,0.0016430319999999,0.0,0.1133799039999999,0.668,80.02,326533.0,118440055.0,731399.0,164734842.0,10,37.0,1,1,2.0
7.0,0.2551511958997378,1.0,-7.9,,1.6430319999999998e-06,0.0,0.002628072,0.63,88.926,221467.0,45995920.0,353016.0,90239854.0,4,64.0,1,1,2.0
6.0,0.128787625,1.0,-11.709,0.138,0.2645206213488232,0.0,0.012812904,0.399,89.953,260067.0,70572748.0,473024.0,126371223.0,5,41.0,1,1,2.0
2.0,0.047832147,10.0,-13.888,0.166,0.3444721009999999,3.18e-06,0.002744,0.549,136.422,350533.0,25880121.0,554874.1778042264,69682284.0,6,39.0,0,0,
1.0,0.1421309520669277,7.0,-10.714,0.504,0.002048383,,0.001404928,,173.273,,4494.0,174.0,62682051.0,2,,0,0,2.0
9.0,0.420189749,2.0,-6.129,0.37,0.0009940119919999,3.74e-06,0.000586376253,0.65,94.899,333907.0,3207135.0,554850.684056683,52139842.0,2,20.0,0,0,2.0
5.0,0.270840023,1.0,-9.465,0.0903,0.006859,0.00877,6.9934528e-05,0.931,,280760.0,6835989.0,60342.0,,2,90.0,1,1,2.0
9.0,0.491169069,7.0,-2.801,0.247,0.0203092734701244,2.41e-05,3.3386248e-05,,125.071,182413.0,135227988.0,1114973.0,85119241.0,2,,0,1,2.0
8.0,0.5100823990000001,1.0,-4.1,0.156,0.0187378396518132,0.128,,0.0815,,213733.0,1144903863.0,10125701.0,486837929.0,0,27.0,0,1,1.0
9.0,0.433798093,8.0,-6.219814499996561,0.23,2.7084002300000004e-07,0.0,0.0243889999999999,0.626,82.038,274387.0,73850219.47247545,637212.0,151540966.0,2,50.0,1,1,1.0
8.0,0.382657176,2.0,-6.726,0.323,0.047437928,1.88e-06,0.0017715609999999,0.57,150.061,235897.0,33429589.0,432912.0,93984506.0,5,11.0,1,1,1.0
6.0,,2.0,-6.219814672064085,0.032,2.8619117900000004e-07,1.07e-05,0.0011248639999999,0.667,120.021,159820.0,73673274.06016923,176658.0,,4,27.0,0,1,1.0
8.0,,10.0,-6.219815425316335,0.227,3.53393243e-07,0.00091,0.0498360319999999,0.211,127.984,133125.0,2526998.0,22407.0,58705100.0,6,23.0,0,0,1.0
9.0,0.7350413469383472,10.0,-2.018,0.274,0.012649337,0.0,0.000128787625,0.642,99.976,250747.0,34373643.0,554905.7138879684,49656144.0,0,,1,1,2.0
6.0,0.5453385129999999,,,0.188,,0.0,,,,283040.0,1118781.0,17687.0,79133174.0,10,,1,1,3.0
9.0,0.907039232,1.0,-3.278,0.157,2.9242070000000003e-06,0.0025,0.000964430272,0.798,103.005,226107.0,22665050.0,159374.0,57672736.0,6,27.0,0,1,1.0
9.0,0.697864103,1.0,-3.083,0.285,4.03583419e-07,,0.052734375,0.814,149.956,281080.0,148825368.0,559236.3106350669,11783832.0,7,,0,0,1.0
0.0,0.1871492479999999,1.0,-7.818,,0.263374721,0.0,0.008,0.285,77.986,237467.0,129107.0,973.0,169769959.0,6,61.0,0,0,1.0
4.0,0.3381693782323642,,-6.457,0.0284,0.0579088108678972,0.0,0.0233936559999999,0.685,143.924,284467.0,344790169.0,1213946.0,185457245.0,10,63.0,1,1,2.0
4.0,0.358855944906737,7.0,-6.143,0.0279,0.000887503681,,0.002146689,0.261,133.906,281027.0,382555979.0,1352278.0,141498115.0,2,35.0,1,1,2.0
6.0,0.7338708080000002,6.0,-4.269,0.0407,0.001404928,0.0,,,,225987.0,73886386.80030991,677360.0,181228175.0,2,32.0,1,1,2.0
6.0,0.8682506639999998,0.0,-6.219880157025518,0.0607,6.128487e-06,0.0,0.015438249,0.796,124.961,205920.0,154804639.0,738986.0,134391079.0,8,2.0,1,1,2.0
3.0,0.264609288,10.0,-6.873,0.0272,0.006751269,0.0,0.010793861,0.492,140.264,288947.0,172409230.0,561642.0917651745,73913009.0,7,56.0,1,1,2.0
4.0,0.2531663652700098,1.0,-7.939,0.0309,6.751269e-06,1.78e-05,0.007077888,0.491,139.956,285067.0,221552390.0,714967.0,126878363.0,2,84.0,1,1,2.0
0.0,0.0698201751684607,0.0,-14.14,0.0314,0.3828734332586638,2.94e-06,0.000697864103,,103.821,217227.0,25942458.0,554874.3480628427,53928512.0,5,23.0,1,1,3.0
2.0,0.2795014212117639,,-7.441,,0.000416832723,0.0,,0.654,149.855,263667.0,73678751.58301748,236820.0,70993793.0,6,27.0,1,1,2.0
0.0,0.053157376,1.0,-7.255600492667518,0.0313,0.094196375,0.0,0.001442897,0.255,97.311,173560.0,,,32610775.0,9,93.0,0,0,2.0
4.0,0.3518958159999999,0.0,-9.665,0.0379,0.047437928,0.0,0.004096,0.819,,148160.0,154325789.0,750611.0,166829226.0,3,,0,1,
5.0,0.451217663,9.0,-10.445,0.0372,0.205755738249414,6.92e-06,,0.73,132.017,306773.0,5590.0,100.0,,3,,0,0,2.0
3.0,0.5473434319999999,4.0,-6.539,0.0415,0.0034429509999999,0.0,0.0421441919999999,0.728,163.045,,74965456.0,333303.0,108939189.0,5,,1,1,2.0
6.0,0.2467923426608492,10.0,-8.066,0.0413,0.038614472,,0.0052680239999999,0.511,,242733.0,73671253.86208819,138429.0,102020883.0,5,86.0,1,1,2.0
6.0,0.452984832,2.0,-6.702,0.0363,0.010648,,,0.878,125.203,230267.0,75283307.0,271609.0,203334276.0,6,48.0,1,0,3.0
5.0,0.258474853,7.0,-10.92,,0.000121287375,0.000138,0.019034163,0.793,147.502,171067.0,16483688.0,73518.0,62396534.0,4,80.0,1,1,2.0
6.0,0.433798093,7.0,-7.543,0.0323,0.120553784,7.63e-05,,0.69,120.967,279067.0,3425668.0,34029.0,53410881.0,10,80.0,1,1,2.0
7.0,0.320013504,9.0,-10.803,0.0351,0.017373979,1.53e-06,,0.564,,246080.0,84857600.0,413507.0,,7,5.0,0,1,2.0
6.0,0.2043364689999999,0.0,-10.01,0.0247,0.0035118079999999,0.0,,0.696,93.865,168640.0,128454.0,1732.0,,5,23.0,1,1,2.0
3.0,0.0272709009999999,2.0,-10.522,0.0294,0.2092339322712695,,,0.25,125.584,,249882562.0,1099163.0,,7,34.0,1,1,3.0
6.0,0.3116657520000001,5.0,-3.525,0.102,0.020346417,0.0,0.0033079489999999,0.734,138.009,271333.0,341811113.0,1700270.0,645113663.0,7,79.0,1,1,2.0
9.0,0.1911029759999999,10.0,-6.24991987348586,0.153,0.002685619,0.0,0.0004459437439999,0.461,127.641,256027.0,104843215.0,968294.0,,0,49.0,0,1,2.0
2.0,0.7560580310000001,1.0,-2.027,0.41,0.000174676879,,0.465484375,0.619,161.109,254027.0,,,386401916.0,8,58.0,1,1,2.0
8.0,0.4723360053552921,1.0,-4.639,,0.0233395509377564,0.00157,0.0001548541529999,0.683,88.997,,49770605.0,221038.0,244936709.0,2,78.0,1,1,2.0
9.0,0.5821828749999999,,-4.386,0.275,2.2188041e-08,,,0.637,103.376,207907.0,73741305.19909334,467969.0,198323379.0,2,32.0,1,1,2.0
8.0,0.7265726990000001,1.0,-5.958,0.0637,3.842405830000001e-07,0.219,0.000938313739,0.545,119.011,242013.0,127208450.0,614864.0,104899869.0,4,58.0,0,1,2.0
6.0,0.5120000000000001,9.0,-1.866,0.202,0.0001198231569999,0.0,0.000510082399,0.587,99.675,209360.0,16274154.0,171898.0,88298034.0,5,28.0,0,1,2.0
9.0,0.0725117129999999,7.0,-6.799,0.361,8.752838400000002e-05,0.0,0.0005780095369999,0.904,,,225592008.0,1048760.0,136912173.0,2,11.0,1,1,2.0
3.0,0.1881325169999999,5.0,-6.395030959401696,0.0436,0.015625,0.0,0.000377933067,,,276093.0,1301203.0,6800.0,,2,75.0,0,0,2.0
5.0,0.3922231679999999,9.0,-7.067,,0.120553784,1.79e-05,0.001520875,0.957,,176533.0,220585577.0,595958.0,91929959.0,6,32.0,1,0,2.0
5.0,0.175616,7.0,-6.479318665955027,0.0277,0.0231491249999999,0.0,0.032768,0.605,,190653.0,161768.0,1605.0,41631060.0,7,10.0,0,0,2.0
2.0,0.120553784,6.0,-12.009,0.0387,0.0746184609999999,0.0,0.0012250429999999,0.658,,186787.0,2691664.0,554850.665676699,54248049.0,4,34.0,0,0,2.0
1.0,0.129554216,7.0,-13.023,0.0284,0.007301384,1.96e-06,,0.696,77.422,215747.0,4843831.0,24069.0,52195157.0,7,78.0,1,1,2.0
4.0,0.099897344,,-13.795,0.034,0.000849278123,0.0,0.0008017650889999,0.645,80.06,185693.0,43155236.0,79118.0,,5,16.0,0,0,2.0
