Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Album_type,Licensed,official_video,id,Track,Album,Uri,Url_spotify,Url_youtube,Comments,Description,Title,Channel,Composer,Artist
0.2203488639999999,3.0,-5.622,0.0431,0.005000211,2.25e-06,,,84.643,307846.0,62917627.0,773549.0,13047107.0,single,True,True,18940,The Break Up Mashup,,spotify:track:4PqjRiltcMpXoc7orVH5Dc,https://open.spotify.com/artist/4xd7mLI7urqrxELaXhAvzw,https://www.youtube.com/watch?v=SNV0zr00eZI,13359.0,"Here is the song which would make you feel the pain of love, the song which would make you miss your love.... T-SERIES presents to you the Break Up Mashup by DJ Chetas.

Click to share it on Facebook - http://on.fb.me/1tRlzTT
 
Mashup by - Dj Chetas
Mashup Produced by -  Lijo George
Video Edit by -  Rinkesh Makwana

Set The Break Up MashUp as your caller tune - http://goo.gl/tXGY67

Buy it from iTunes: https://itunes.apple.com/in/album/the-break-up-mashup-single/id884938461?ign-mpt=uo%3D4

Enjoy and stay connected with us!!

SUBSCRIBE T-Series channel for unlimited entertainment
http://www.youtube.com/tseries


http://www.google.com/+tser...

Like us on Facebook
http://www.facebook.com/tse...

Follow us on
http://www.twitter.com/tseries",The Break Up MashUp Full Video Song 2014 | DJ Chetas,T-Series,Finneas O'Connell,deadmau5
0.304821217,5.0,-5.89,0.0336,,0.0,0.0098003439999999,0.393,,240017.0,463723.0,10095.0,15483196.0,single,True,True,18942,,,spotify:track:7Hm5FQw1NQtfnTI7JUExaP,https://open.spotify.com/artist/4xd7mLI7urqrxELaXhAvzw,https://www.youtube.com/watch?v=u1CnpMBSYdI,150.0,,Love Mashup | Zee Music Company | DJ Raahul Pai | Ravi Sharma | Best Hindi Romantic Songs 2019,Zee Music Company,Mike Dean,Kendrick Lamar
0.2149217989999999,,-5.082,0.0264,0.010941048,0.0,0.0018608669999999,0.629,142.975,164467.0,75619943.0,359147.0,112752326.0,album,True,True,18944,El Amor Soñado,,spotify:track:587p8shYuTXUhThG3t9x60,https://open.spotify.com/artist/014WIDx7H4BRCHB1faiisK,https://www.youtube.com/watch?v=-2zOCkyG7tI,5282.0,"¡GRAN ESTRENO – YA DISPONIBLE!
Tenemos Que Hablar – Tapy Quintero:
➤ https://master-q-music.lnk.to/TenemosQueHablar

⩶⩶⩶⩶⩶⩶⩶⩶⩶⩶⩶
🎶 Tapy Quintero [Spotify]:
➤ https://master-q-music.lnk.to/TapyQuintero

🎶 [Apple Music]:
➤ https://music.apple.com/us/artist/tapy-quintero/1138856879

🎶 [Spotify] Master Q Music:
➤ https://open.spotify.com/playlist/5OKm8npIT1aEmqd5Ax42L4

🎬 [YouTube] Master Q Music – Videos:
➤ https://master-q-music.lnk.to/MQMVideos
⩶⩶⩶⩶⩶⩶⩶⩶⩶⩶⩶

La Captura III – Los Tucanes De Tijuana:
➤ https://master-q-music.lnk.to/LaCapturaIII

¡Escucha El Nuevo Album – Ya Disponible!
Corridos Time – Season Three “Comandante En Jefe”:
➤ https://master-q-music.lnk.to/CorridosTime3

🎶 Los Tucanes De Tijuana (Spotify]:
➤  https://master-q-music.lnk.to/LosTucanesDeTijuana

🎬 Corridos Time (Playlist Oficial):
➤ https://www.youtube.com/playlist?list=PL-FfbbxZzL9a6VBn-4ZmAQMyJQV0EXtjO

🎶 Corridos Time (Playlist Oficial):
➤ https://master-q-music.lnk.to/CorridosTimePlaylistSpotify


#TapyQuintero #MasterQMusic #LosTucanesDeTijuana",El Amor Soñado - Los Tucanes De Tijuana (Clásicos de Los Tucanes),LosTucanesTV,Louis Bell,Alicia Keys
0.0811827369999999,10.0,-11.015,0.0362,,0.000427,0.000569722789,0.455,125.556,267333.0,18310540.0,,187296085.0,album,True,True,18953,Fuerte No Soy,Contigo,spotify:track:7A07Yu1dRND3RKDzbhKrDs,https://open.spotify.com/artist/108moq3rq6bm1M4Ypz0J02,https://www.youtube.com/watch?v=IpdGyN7BcMM,,"Music video by Intocable performing Fuerte No Soy (Lyric Video). EMI; © 2020 UMG Recordings, Inc.

http://vevo.ly/PrsDsb",,IntocableVEVO,"Noah ""40"" Shebib",Shawn Mendes
0.0714733749999999,,-10.479,0.107,0.0278181269999999,,,0.797,164.047,214400.0,13219719.0,47353.0,39559232.0,album,True,True,18956,Un Desengaño,Contigo,spotify:track:1ZAZ1mKRV35Hosm3KPWNzK,https://open.spotify.com/artist/108moq3rq6bm1M4Ypz0J02,,639.0,"Music video by Intocable performing Un Desengaño (Lyric Video). EMI; © 2020 UMG Recordings, Inc.

http://vevo.ly/4v3aBd",Intocable - Un Desengaño (Lyric Video),,Terrace Martin,Marshmello
,10.0,-4.179,0.027,2.8934443000000003e-05,0.0,,0.37,,213221.0,8211534.0,75201.0,15062982.0,single,True,True,18957,Más Muerto Que Vivo,Más Muerto Que Vivo,spotify:track:6FkIjhuEDMc3mUFZZKxQlE,https://open.spotify.com/artist/108moq3rq6bm1M4Ypz0J02,https://www.youtube.com/watch?v=1yOnXw69nlo,1533.0,"Encuentra Más Muerto Que Vivo de Matisse, Intocable en tu plataforma favorita
› https://Matisse.lnk.to/MasMuertoQueVivo

Escucha los éxitos de Matisse: https://Matisse.lnk.to/Linkfire
Ve sus mejores videos musicales: https://www.youtube.com/watch?v=0ZSc_yq5ZIg&list=PLFrVP41T-4W6Iiq21eU-DE8rZH_myP8eB
Dale me gusta 👍 y suscríbete al canal 🔔

Sigue a Matisse en
› Facebook: https://www.facebook.com/matisseMxOficial/
› Instagram: https://www.instagram.com/matisse_mx/
› Twitter: https://twitter.com/matisse_mx/

Sigue a Intocable en
› Instagram: http://instagram.com/GRUPOINTOCABLE
› Facebook: http://facebook.com/GRUPOINTOCABLE
› Twitter: https://twitter.com/grupointocable
› Spotify : https://orcd.co/bpn46ax

Letra  🎵

Ya casi es primavera
Hay flores en el jardín
Del frío ya nada queda 
Y no más que no vuelves aquí

Ya casi se acaba marzo
Y empiezo a sentir que es abril
El día de mi cumpleaños
De regalo quisiera pedir

Por favor, que su amor
Regresara aunque sea solo un ratito
De los dos, solo yo
Se quedó aquí más muerto que vivo
Que al dolor he aprendido a llamarlo amigo
Porque no creo que ella vuelva conmigo

Por favor, que su amor
Regresara aunque sea un ratito
De los dos, solo yo
Se quedó aquí más muerto que vivo
Que al dolor he aprendido a llamarlo amigo
Porque no creo que ella vuelva conmigo

Por favor, que su amor
Regresara aunque sea un ratito
De los dos, solo yo
Se quedó aquí más muerto que vivo

Y al dolor he aprendido a llamarlo amigo
Porque no creo que ella vuelva conmigo
No creo que ella vuelva conmigo

#Matisse #Intocable #MásMuertoQueVivo

(C) 2022 Sony Music Entertainment México, S.A. de C.V.","Matisse, Intocable - Más Muerto Que Vivo (Video Oficial)",MatisseMXVEVO,Yeti Beats,Marshmello
0.2053789999999999,0.0,-8.337,0.105,,0.0,0.000211708736,0.798,165.246,196213.0,15558789.0,49024.0,35766626.0,album,False,,18960,Eso Duele,Nuestro Destino Estaba Escrito,,https://open.spotify.com/artist/108moq3rq6bm1M4Ypz0J02,https://www.youtube.com/watch?v=iOdMDyX_U6A,, ,Eso Duele-Intocable,MrJassael,,
0.1881325169999999,2.0,,0.0285,0.007077888,0.0,0.0006837978409999,0.417,78.554,,111113892.0,634775.0,,album,True,True,18962,Ven Porque Te Necesito,,spotify:track:4MNfkZ8dtva3cjJ2biqnDS,,https://www.youtube.com/watch?v=qJz0YGSOgmo,14559.0,"Music video by Los Temerarios performing Ven Porque Te Necesito. © 1996 Universal Music Mexico S.A. de C.V.

http://vevo.ly/775ciH",Los Temerarios - Ven Porque Te Necesito,LosTemerariosVEVO,Juicy J,
,5.0,-12.671,0.907,,0.0,0.0292181119999999,0.516,79.689,180067.0,1628.0,17.0,317529.0,album,,False,18977,225 - Tanz mit der Giftschlange - Teil 05,Folge 225: Tanz mit der Giftschlange,,https://open.spotify.com/artist/61qDotnjM0jnY5lkfOP7ve,https://www.youtube.com/watch?v=im5Nyz5JPbg,1.0,"Vorstellung Snakeparadise.ch Eschlikon, Schweiz
Wir sind ein privater Zoo für Leute die sich mit der Haltung von Giftschlangen auseinandersetzen möchten. Auch den Sachkundenachweis für Giftschlangen kann man bei uns machen","Schlangen, Giftschlangenhaltung privat",Snakeparadise,Yeti Beats,Phoebe Bridgers
,,,0.906,0.016777216,2.75e-05,0.0028032209999999,0.472,84.53,180093.0,1628.0,17.0,,,False,False,18978,225 - Tanz mit der Giftschlange - Teil 04,Folge 225: Tanz mit der Giftschlange,spotify:track:1TYFswruNJhc9SEefHh9Ov,https://open.spotify.com/artist/61qDotnjM0jnY5lkfOP7ve,https://www.youtube.com/watch?v=im5Nyz5JPbg,,"Vorstellung Snakeparadise.ch Eschlikon, Schweiz
Wir sind ein privater Zoo für Leute die sich mit der Haltung von Giftschlangen auseinandersetzen möchten. Auch den Sachkundenachweis für Giftschlangen kann man bei uns machen",,,Louis Bell,Bon Iver
